"","Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","tomatoMeter","tomatoImage","tomatoRating","tomatoReviews","tomatoFresh","tomatoRotten","tomatoConsensus","tomatoUserMeter","tomatoUserRating","tomatoUserReviews","tomatoURL","DVD","BoxOffice","Production","Website","Response"
"7821","4 Days","2016","N/A","12 Aug 2016","N/A","Drama","Adolfo Alix Jr.","N/A","Sebastian Castro, Mikoy Morales","N/A","Filipino, Tagalog","Philippines","N/A","N/A","N/A","N/A","N/A","tt5964412","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7822","Treinta","2016","N/A","01 Feb 2016","325 min","Mystery","Juanmi Díez","Juanmi Díez, Elisa Lucía","Beatriz Arjona, Andrés Borque, Alberto Lezaun, Mireia Murguiondo","N/A","Spanish","Spain","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BYjY0M2EwNmMtMGM1ZC00ZmVlLWFjZmEtYjNjZDMxMDAyMDI2XkEyXkFqcGdeQXVyNDEwNTI3MDk@._V1_SX300.jpg","N/A","N/A","N/A","tt5573256","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7823","Padmini","2016","N/A","N/A","74 min","Biography, Drama, Family","Susmesh Chandroth","Susmesh Chandroth","Irshad, Anumol K. Manoharan, Priyanandanan, Shaju","'Padmini' is a biopic on the life and times of T.K. Padmini, touted as a prospect of Indian art in the 1960s.","Malayalam","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMzJiMGQ2NDgtYTQ2Ny00MzE0LWFkZTUtOTYxMDcxMWY3ZjZkXkEyXkFqcGdeQXVyMjQzMzE4ODk@._V1_SX300.jpg","N/A","N/A","N/A","tt5933582","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7824","Catching Clouds","2016","N/A","N/A","N/A","Comedy, Romance","Sam Estall","Sam Estall","Lauren Shotton, James Hamer-Morton, Mark Notley, Charley Murdoch","'Catching Clouds' follows the story of Greg, a struggling writer, and his life after meeting Niamh, a woman who cannot control her innate ability to disappear into thin air.","English","UK","N/A","N/A","N/A","N/A","N/A","tt3520254","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7825","The Nightmare of My Choice","2015","N/A","N/A","84 min","Crime, Thriller","Matthew Keats, Van Poynton","Matthew Keats, Van Poynton","N/A","When a feared associate resurfaces, wrecking his plans, a charmer and his servant tread the thin ice between sweet dreams and cruel reality.","English","Ireland","N/A","N/A","N/A","N/A","N/A","tt5001744","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7826","Melvik","2016","N/A","N/A","N/A","Adventure","Bernardo Hippert","Bernardo Hippert, João Hippert (characters and story), Pedro Muller (characters and story)","Rafael Bastos, Ryan Campos, João Pedro Gotti, Gabriel Netto","Elthor, the prince of Bedwill, is captured during a city invasion and taken to a mysterious place. He must find out who did this and where he is. In his journey, he makes a lot of ...","Portuguese","Brazil","N/A","N/A","N/A","N/A","N/A","tt5263858","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7827","Un Printemps d'Ailleurs","2016","N/A","N/A","N/A","Drama","Xiaodan He","Xiaodan He","Émile Proulx-Cloutier, Xuan Zhao, Wensi Yan","Li Fang, a Chinese immigrant who has been living in Montreal for over 10 years. Her infertility and her violent separation from her Quebecois husband, Eric, have pushed her to the brink of ...","Chinese, French","Canada","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BNDlkMjQ1M2QtZmM4NC00NTRjLWI1NzctNmUyMmIzZDMwZWQ3XkEyXkFqcGdeQXVyMjM5MDMxMDk@._V1_SX300.jpg","N/A","N/A","N/A","tt5830908","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7828","Posituren oder I want to play the Ungeheuer","2016","N/A","07 Aug 2016","115 min","Drama","Benjamin Junghans","N/A","N/A","N/A","German, English, French","Germany","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMmE1MjQwMDAtMGY3ZS00YzRlLTgxNWItMDNkYjk1MzU3MDcwXkEyXkFqcGdeQXVyNjgxMDQ2MDA@._V1_SX300.jpg","N/A","N/A","N/A","tt5909174","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7829","Co-Workers","2016","N/A","10 Jan 2016","137 min","Comedy","Vee Infuso","N/A","Alan Dent, Vee Infuso, Jahtiek Long, Vance Major","Shaolin Slacker, Vinny Quinlan gets a job at his local Comic Book Shop and it's all downhill from there.","English","USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BNDEzYmVmOTgtYmEzNy00NTllLWExZTctNDQyODc5NzcxZTQ5XkEyXkFqcGdeQXVyNjcwODIxMzA@._V1_SX300.jpg","N/A","N/A","N/A","tt5994782","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7830","Las calles","2016","N/A","01 Apr 2016","81 min","N/A","María Aparicio","Nicolas Abello, María Aparicio, Natalia Gamarra","Luna Barone, Osvaldo Bayer, Maximiliano Buss, Renzo Juan Cabeda","N/A","Spanish","Argentina","N/A","N/A","N/A","N/A","N/A","tt5644216","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7831","Tu Maro Dostar","2016","N/A","25 Nov 2016","120 min","Drama","Vikram Chauhan","Vikram Chauhan","Jagpal Bharad, Arjun Chauhan, Mihir Trivedi, Prem Unadkat","The story revolves around how the four friends stand by each other even in the toughest of times. It is about emotions, selflessness and compassion among the four buddies for keeping their togetherness alive.","Gujarati","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BZjZiMzNmMTgtN2U5Zi00NWU3LWJmYTktMTYzZmQ0M2M4MGQ4XkEyXkFqcGdeQXVyNjc3MDA4MDY@._V1_SX300.jpg","N/A","N/A","N/A","tt5914608","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7832","Sublimate","2016","N/A","N/A","87 min","Comedy, Horror, Music","Roger Armstrong, John Hickman","Roger Armstrong, Alastair Cummings (additional material), John Hickman, Stephen Robertson (additional material)","Roger Armstrong, Alastair Cummings, Harriet Ghost, John Hickman","A drug-addled techno producer invents a device that 'sends consciousness to the next level'. When experiments go horrifically wrong he takes extreme measures to find more 'volunteers'.","N/A","UK","N/A","http://ia.media-imdb.com/images/M/MV5BMTUxNTUxNTc1Nl5BMl5BanBnXkFtZTgwODc3NDc0OTE@._V1_SX300.jpg","N/A","N/A","N/A","tt5909186","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7833","Misconception of a Father","2016","N/A","N/A","N/A","Drama","Roosevelt Jackson","Roosevelt Jackson","Cross Thompson","N/A","English","USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMzIwNWU5NGEtOTYzYy00MzRkLTk0MzktNWJmMDVhZWQzNmJlXkEyXkFqcGdeQXVyNjg0NjE5OTQ@._V1_SX300.jpg","N/A","N/A","N/A","tt5862812","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7834","Kama Sutra for a Dead Girl","2016","N/A","N/A","73 min","Comedy, Drama","Michael Willer","Michael Willer","Michael Willer, Connor Wallace, Alexandra Watson, Jonathan Teeter","Austin finds a copy of the Kama Sutra on a grave, and the quest to find the joker who put it there begins. He recruits two strangers for help, but with a suicide fresh in their memories, ...","English","USA","N/A","N/A","N/A","N/A","N/A","tt5867186","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7835","Toire no hanako san - Hanako Vs. Yôsuke","2016","N/A","02 Jul 2016","N/A","Horror","Yasutake Torii","Nobuhiko Sakô (story), Ken Ueda","Yûmi Shida, Taishi Sugie, Akiko Katô, Kôta Fukasawa","N/A","Japanese","Japan","N/A","N/A","N/A","N/A","N/A","tt5803404","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7836","The Jade Horse","2016","N/A","N/A","N/A","Drama","Alex Waeland","Alex Waeland","Ross O'Hennessy, Jamie Ashcroft, Tegan Westall, Alex Waeland","N/A","English","UK","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMjQ1ODQ2OTktYzlhNC00ZmU4LTkxMTItOGVkMDY1NjE4ZjRjXkEyXkFqcGdeQXVyMjMwMDc0MjY@._V1_SX300.jpg","N/A","N/A","N/A","tt5902958","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7837","Enjoy Youth Party","2016","N/A","N/A","N/A","Musical","Mukesh Kumar","N/A","Karan Veer","N/A","Hindi","India","N/A","N/A","N/A","N/A","N/A","tt5343136","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7838","QueenPin II the Restoration","2016","N/A","01 Jul 2016","97 min","Action","Ginx","Ginx","N/A","After the rivalry in their home town of Jacksonville Florida and the death of their original Queen Pin. Lil Miller and Killer left the game and handed over the thrown to their team member ...","English","USA","N/A","N/A","N/A","N/A","N/A","tt5911652","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7839","Building Blocks Again","2016","APPROVED","20 Nov 2016","90 min","Comedy","George Clinton","George Clinton (creator), George Clinton, Brandon DeMasi (screenplay)","George Clinton","N/A","English","USA","N/A","N/A","N/A","N/A","N/A","tt5952732","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7840","1-2-3","2016","N/A","05 Aug 2016","N/A","Drama","Carlo Obispo","N/A","Carlos Dala, Patricia Javier, Teri Malvar, Barbara Miguel","Luis (Carlos Dala) is just one of the teenage boys in the idyllic and fishing island of Silag. He goes through the issues of adolescence with his younger sister, Lulu (Barbara Miguel), who ...","Filipino, Tagalog","Philippines","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BYjQyM2YyYzItMmRjOC00MTU4LWExZTItNDAxYmJmNTIxNjM4XkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_SX300.jpg","N/A","N/A","N/A","tt5950970","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7841","Perception","2016","N/A","N/A","N/A","Drama","Dave Ardito","Dave Ardito, Pia Grey","N/A","N/A","German","Germany","N/A","N/A","N/A","N/A","N/A","tt4184232","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7842","One More Notch","2016","N/A","03 Feb 2016","N/A","Crime","Brad Hodge","Eric Forster, Conan Lyndover","N/A","N/A","English","USA","N/A","N/A","N/A","N/A","N/A","tt4970950","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7843","Die Gruppentherapie","2016","N/A","N/A","N/A","Drama","Frederik Füssel","Frederik Füssel","Wolf Danny Homann, Frederik Füssel, Haymon Maria Buttinger, Christina Cervenka","N/A","German","Austria","N/A","N/A","N/A","N/A","N/A","tt5811614","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7844","Interlaced","2015","N/A","03 Oct 2015","N/A","Horror","James Cardoza","N/A","N/A","N/A","English","USA","N/A","N/A","N/A","N/A","N/A","tt4087816","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7845","The Gulf","2016","N/A","N/A","N/A","Drama","Richard H. Perry","Wes Martin, Richard H. Perry","Sonny Castillo, David Lee Hess, Mariana Perez, CJ Legare","N/A","English","USA","N/A","N/A","N/A","N/A","N/A","tt5198512","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7847","Praying the Hours","2016","N/A","N/A","N/A","Drama","Lauralee Farrer","Lauralee Farrer, Jonathan Foster","Karla Droege, Elizabeth Montgomery, Aaron Paul Ballard, Beth Castle","The narrative feature ""Praying the Hours"" tells the journey of the Traveling Man from this life into the next as he is summoned by friends with whom he has surprising, unresolved business.","English","USA","N/A","N/A","N/A","N/A","N/A","tt4936034","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7848","Pitong kabang palay","2016","N/A","13 Jul 2016","N/A","Drama","Maricel Cariaga","Maricel Cariaga","Arnold Reyes, Sue Prado, Micko Laurente, Precious Miel Espinosa","N/A","Filipino, Tagalog","Philippines","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMGIyZTFkZTAtOGUzYi00MDc2LTk0YTAtNWE5NWEzODg4MmRlXkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_SX300.jpg","N/A","N/A","N/A","tt5914774","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7849","It Came from Below","2016","N/A","01 Oct 2016","119 min","Horror","Detdrich McClure","Detdrich McClure","Anna Maganini, Dean England, Sam Duarte, Caesar James","N/A","English","USA","N/A","N/A","N/A","N/A","N/A","tt5940572","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7850","Last Days of Summer","2016","N/A","N/A","105 min","Drama, Thriller","Aaron Harvey","Richard Byard, Aaron Harvey","William Fichtner, Jessica McNamee, Jean Louisa Kelly, Michael Rosenbaum","A middle-aged man in a stagnant marriage, finds his life upended when an attractive young woman and her seemingly abusive husband move in next door.","English","USA","1 win.","https://images-na.ssl-images-amazon.com/images/M/MV5BM2JiOTY1YzEtYzM1Ny00MmE3LThiOGUtMWE4NzlkMjQ4Y2Y4XkEyXkFqcGdeQXVyNTkyOTY2NTk@._V1_SX300.jpg","N/A","N/A","N/A","tt3905764","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7851","Cardinal X","2015","N/A","N/A","93 min","Drama","Angie Wang","Angie Wang","Francesca Eastwood, Aalyrah Caldwell, Pierson Fode, Elisa Donovan","When an Asian American girl from the wrong side of the tracks is accepted by a prestigious university, she finds that her academic prowess can be put to lucrative use.","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BYzk2Mzc4MjYtYzAyNy00YjQzLThkZmQtNmI5NTYzYzZjNThjXkEyXkFqcGdeQXVyNjI3ODMyNQ@@._V1_SX300.jpg","N/A","N/A","N/A","tt3664992","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7852","#FollowFriday","2016","N/A","N/A","N/A","Thriller","Micho Rutare","Marie Bertonneau (story by), Marie Bertonneau, Anna Rasmussen (story by), Micho Rutare (story by)","Courtney Lakin, Joseph Poliquin, Elliott Armstrong, Ramsey Hanchette","Students and Faculty on a college campus are targeted by a killer using social media.","English","USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BNzQzZTAxYzYtNWI2YS00NzNmLWIzZDgtOTNhYzI2YmNlMDE2XkEyXkFqcGdeQXVyNTgzMTMyMDQ@._V1_SX300.jpg","N/A","3.7","69","tt5233106","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7853","Bayam Oru Payanam","2016","N/A","25 Aug 2016","128 min","Horror, Thriller","Manisharma","N/A","Yogi Babu, Meenakshi Dixit, King Kong, Jangiri Madhumitha","A passionate photographer, who gets stuck in a terror-stricken atmosphere, tries to save himself and his family from an unknown evil force.","Tamil","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BNDhiNzAzNTQtOGQ4NS00NWY1LWI3ZDgtMDBiNmZjZTM2ZDBkXkEyXkFqcGdeQXVyNjYzODU3NDE@._V1_SX300.jpg","N/A","N/A","N/A","tt6001856","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","http://www.rottentomatoes.com/m/bayam_oru_payanam","N/A","N/A","Octo Spider Productions","N/A","True"
"7854","Luokkakokous 2","2017","N/A","N/A","N/A","Comedy","Taneli Mustonen","Taneli Mustonen","Aku Hirviniemi, Jaajo Linnonmaa, Sami Hedberg","A sequel to the smash hit Luokkakokous (2015).","N/A","Finland","N/A","N/A","N/A","N/A","N/A","tt5030004","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7855","Her Last Will","2016","N/A","N/A","N/A","Thriller","Anthony DiBlasi","Mark Bemesderfer, Patrick Fischler (story by)","Rya Kihlstedt, Patrick Fischler, Harriet Sansom Harris, Fiona Dourif","Desperate for money, a former con woman agrees to drive an old woman insane so her children can inherit her fortune.","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMmVmYTNhZjUtMjdmZi00N2ZmLWE4OTktNGNiZWNmMTU0ZDI2XkEyXkFqcGdeQXVyMTAyNjAxMjc@._V1_SX300.jpg","N/A","N/A","N/A","tt5893326","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7856","The Worker","2016","N/A","N/A","N/A","Thriller","Dan Bradley","Kyle Rankin (screenplay)","Michael Peña","A federal agent takes matter into his own hands by seeking revenge on the very cartel that effected him.","N/A","USA","N/A","N/A","N/A","N/A","N/A","tt4841716","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7857","Jag älskar dig - En skilsmässokomedi","2016","N/A","30 Sep 2016","N/A","Comedy, Drama","Johan Brisinger","Johan Brisinger, Martina Haag, Mikael Södersten","Anton Forsdik, Björn Kjellman, Christine Meltzer, Rodolfo Corsato","When the wife wants a divorce, the neurotic husband struggles to come to terms with what happened and how to get his old life back.","Swedish","Sweden","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BZTE0NjhlNWItYjJhOS00MzYzLTk3YTYtZTdkNjE5ZGNiZDg0XkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg","N/A","4.3","50","tt5183654","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7858","Ikimize Bir Dunya","2016","N/A","23 Sep 2016","N/A","Drama","Yilmaz Atadeniz","Sait Faik Abasiyanik","Orhan Alkaya, Yagmur Aydan, Köksal Engür, Erkan Meriç","N/A","Turkish","Turkey","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BNjA3ZWQ0YjItMTNlYS00NmNmLTlkYWEtOThiMDA5YzY5ODliXkEyXkFqcGdeQXVyMjQzMDU1Njc@._V1_SX300.jpg","N/A","N/A","N/A","tt6026640","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7859","Till the Aces Come","2016","N/A","01 Oct 2016","112 min","Drama","Adam Everett","Adam Everett","Callie Chardonnay, Adam Everett, Brittany Fisheli, David Alan Graf","A failed entrepreneur decides to help a terminally ill drunkard with his new, cutting edge eye scanning technology...not knowing that the drunkard is actually the venture capitalist of a prestigious investment firm.","English","USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BZTE3MmJiNDUtMTk2Ny00OGIwLWEyYmQtNmM3YjNkNWMxMTc5XkEyXkFqcGdeQXVyNTQ1NDI0OTY@._V1_SX300.jpg","N/A","N/A","N/A","tt5667674","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7860","Les enfants de la chance","2016","N/A","07 Sep 2016","N/A","N/A","Malik Chibane","Malik Chibane","Philippe Torreton, Mathias Mlekuz, Pauline Cheviller, Camille Loubens","N/A","French","France","N/A","N/A","N/A","N/A","N/A","tt5337760","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7861","Kuleana","2016","N/A","N/A","90 min","Drama","Brian Kohne","Brian Kohne","Branscombe Richmond, Kristina Anapau, Sonya Balmores, Moronai Kanekoa","N/A","English","USA","N/A","N/A","N/A","N/A","N/A","tt5722516","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7862","#Slaughterhouse","2016","N/A","01 Oct 2016","N/A","Action, Horror","Dino Maglaris","Scott McGuire","David Harrod Jr.","N/A","English","USA","N/A","N/A","N/A","N/A","N/A","tt5654204","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7863","Level Up","2016","N/A","01 Apr 2016","80 min","Action, Adventure, Comedy","Luke Carter","Luke Carter","N/A","A coming-of-age story with elements of the action-adventure/fantasy/sci-fi genres. An ensemble cast of unique characters interact in both the 'real world' and the virtual world of video ...","English","USA","N/A","N/A","N/A","N/A","N/A","tt5652382","movie","44","rotten","5.7","9","4","5","N/A","20","2.5","61","http://www.rottentomatoes.com/m/level_up_2016","N/A","N/A","N/A","N/A","True"
"7864","Flowers Movie","2016","N/A","30 Sep 2016","100 min","Drama","Jarrell Crump","Alyze Elyse","Dennis Adams, Ray Barber, Mary K. Bella, Doe Boii","N/A","English","USA","N/A","N/A","N/A","N/A","N/A","tt6051328","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7865","Garam","2016","N/A","12 Feb 2016","147 min","Action, Romance","Madan","Srinivas Gavireddy","Brahmanandam, Adah Sharma","Varala Babu (Aadi) is not good at studies and that is why his father (Tanikella Bharani) scolds him all the time. Their neighbor's son is well educated and well behaved. Everyone tells Babu...","Telugu","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMjk5M2RlMTEtZmFjZi00OTg3LWI1YTEtYjFhYWNiNDc1NjA1XkEyXkFqcGdeQXVyMjY1MjkzMjE@._V1_SX300.jpg","N/A","N/A","N/A","tt5998016","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7866","A Tale of Two Sillies","2015","N/A","N/A","120 min","Comedy, Drama","Brandon Esten","Brandon Esten (contributing writer), Brutus J. Lee","Larry Wilcox, Shaz Khan, Daniel Sobieray, Natalie Waldrip","For good friends Fulbert and Gulzar, it was supposed to be just another topsy-turvy 1990's sunny Los Angeles day at El Sendero Community College... but some turvies are topsier than others!...","English","USA","N/A","N/A","N/A","N/A","N/A","tt2388629","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7867","If the Sun Explodes","2016","N/A","31 Jan 2016","N/A","Drama","Hanna van Niekerk","Hanna van Niekerk","Egbert Jan Weeber, Wies Fest","N/A","Dutch","Netherlands","N/A","N/A","N/A","N/A","N/A","tt5240390","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7868","The RyanAustin Movie","2016","N/A","21 Dec 2016","72 min","Animation","Ryan Austin","N/A","Ryan Austin, Pi, Mr. Gamez, Austin Nelson","N/A","English","USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BZGVkYjFiYjUtMDBiMC00Njc1LTllYTMtOWFhNzU2OTdjMGY4XkEyXkFqcGdeQXVyNjc3MjE4Mzg@._V1_SX300.jpg","N/A","N/A","N/A","tt6072506","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7869","Mr & Mrs Unwanted","2016","N/A","23 Sep 2016","N/A","Drama","Dinesh Anant","Dinesh Anant, Prakash Gawade","Smitha Gondkar, Rajendra Shisatkar","A story of a corporate working couple, a catch between Profession and Personal Life. Riya and Rajesh are happily staying together at a friend's bungalow. Though they have booked a new house...","Marathi","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BN2EzZGUwNDgtZDQ2Ni00YTA1LWE0ZjktYjJlYmNjMWRmNmRjXkEyXkFqcGdeQXVyNjU1NTE1OTc@._V1_SX300.jpg","N/A","N/A","N/A","tt6072824","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7870","Hand of Art","2016","N/A","N/A","N/A","Drama","Jack Webb","Jordan Glew, Jack Webb","Stephanie King, Ryan Harrison, Chris Bridgewater, Holly Phillips","N/A","English","Australia","N/A","N/A","N/A","N/A","N/A","tt5581198","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7871","Chuttalabbayi","2016","N/A","19 Aug 2016","135 min","Action","Veerabhadram","Veerabhadram","Aadi, John Kokken, Sai Kumar, Namitha Pramod","The story is a rom-com based on a misunderstanding between a brother and a sister. Kavya (Namitha Pramod) is ACP Gautham Krishna's sister. Her family has received a marriage proposal for ...","Telugu","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BOTc5NTBiNmQtNjI1NS00MDgxLWE1YjgtNjg0NGEzNzA1M2U0XkEyXkFqcGdeQXVyMzM0OTI0Mzk@._V1_SX300.jpg","N/A","N/A","N/A","tt6070344","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"7872","Peste en Tacua","2016","N/A","N/A","N/A","Comedy","Fabricio Camargo","Fabricio Camargo","Carolina Benítez, Pablo Borges, Adrián Da Silva, Iarkin Debali","N/A","Spanish","Uruguay","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BOGI3MjAxN2MtYjY1NC00MDNiLTk3NGItMTYyOGIxMzEyYTM3XkEyXkFqcGdeQXVyNjIxNzc0Mjk@._V1_SX300.jpg","N/A","N/A","N/A","tt6075678","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
