"5049","Pi Day Die Day","2016","N/A","14 Mar 2016","N/A","Horror","Michael E. Cullen II","Lindsey LaForest","Ari Lehman","Pi Day Die Day centers around Euclid High School in a small Ohio town when a serial killer begins murdering kids from the school.","English","USA","N/A","N/A","N/A","N/A","N/A","tt4791458","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5050","Jessie","2016","N/A","25 Mar 2016","123 min","Drama, Romance","Pawan Wadeyar","Pawan Wadeyar (screenplay), Pawan Wadeyar (story), Pawan Wadeyar (dialogue), Jayanth Kaikini (lyricist), Rohith Padaki (lyricist), Pawan Wadeyar (lyricist)","Dhananjay, Parul Yadav, Raghu Mukherjee, Sumalatha Ambarish","Jessie is a triangular love story that explores the effect of religion on love.","Kannada","India","N/A","http://ia.media-imdb.com/images/M/MV5BNzIwZDdmZmYtZTg1Yi00YzYxLTk4ZGMtYWY2NTQwNjM0ZDljXkEyXkFqcGdeQXVyNTE0NDY5Njc@._V1_SX300.jpg","N/A","N/A","N/A","tt5581790","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5051","We Could Happen","2015","N/A","01 Oct 2015","N/A","Romance","Raza Siddiqui","Raza Siddiqui","Mike Schminke, Anne Acker, Celeste Burns, Mickey O'Sullivan","A hard breakup separated Martin and Beth almost a year ago and neither ever filled their partners place with someone else. Martin is struggling with his new job as a realtor and on top of ...","English","USA","N/A","N/A","N/A","N/A","N/A","tt4860338","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5052","The HookUP","2016","N/A","N/A","90 min","Comedy","Jason Lockhart","Jason Lockhart","N/A","Spring Break in Vegas turns into a crazy stalker situation when a college kid hooks up with the wrong older woman.","English","USA","N/A","N/A","N/A","N/A","N/A","tt2678758","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5053","Boku wa asu kinô no kimi to date suru","2016","N/A","01 Dec 2016","N/A","Drama","Takahiro Miki","Takafumi Nanatsuki (based on the novel by), Tomoko Yoshida (screenplay)","Nana Komatsu, Sôta Fukushi","N/A","Japanese","Japan","N/A","N/A","N/A","N/A","N/A","tt5338222","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5054","Good Tidings","2016","N/A","06 Dec 2016","99 min","Horror, Thriller","Stuart W. Bedford","Stuart W. Bedford, Giovanni Gentile, Stu Jopia","Colin Murtagh, Stu Jopia, Giovanni Gentile, Alexander Mounsey","A homeless war-veteran with a chequered past must rely on a side of himself once thought buried when he and his companions are targeted by three vicious psychopaths wearing Santa suits on Christmas Day.","English","UK","3 wins.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjMxNjA2ODMwNF5BMl5BanBnXkFtZTgwMjYzMTg4NjE@._V1_SX300.jpg","N/A","4.0","161","tt4823524","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","13","http://www.rottentomatoes.com/m/good_tidings","N/A","N/A","N/A","N/A","True"
"5055","Masinovodje","2016","N/A","N/A","N/A","Comedy","Milos Radovic","Milos Radovic","Lazar Ristovski, Mirjana Jokovic, Hristina Popovic, Petar Bozovic","Statistics show that during his professional career every railroad engineer working for railways, unintentionally kills 15 to 20 people.This is a story about the innocent mass murderers and their lives.","Serbian","Serbia, Croatia","N/A","N/A","N/A","N/A","N/A","tt2948166","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5056","Flickan, mamman och demonerna","2016","N/A","15 Apr 2016","N/A","Thriller","Suzanne Osten","Suzanne Osten, Erik Uddenberg","Esther Quigley, Maria Sundbom, Maja Embrink, Ulrika Nilsson","N/A","Swedish","Sweden","N/A","N/A","N/A","N/A","N/A","tt4841464","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5057","Meera a Bloody Love Story","2015","N/A","N/A","N/A","Mystery, Thriller","Santosh Eubulus","Santosh Eubulus","Aditya, Ishikaa Singh, Nikita Pawar, Sridhar Naana","N/A","Telugu","India","N/A","N/A","N/A","N/A","N/A","tt4484676","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5058","Oyee","2016","N/A","08 Apr 2016","127 min","Comedy","Francis Markus","Francis Markus (story)","Geethan Britto, Eesha, Sangili Murugan, Nagineedu","Oyee is the story of Krishna and Swetha, two people on seemingly different tracks. Swetha yearning for her family and Krishna trying to break away from his due to differences and the love ...","Tamil","India","N/A","http://ia.media-imdb.com/images/M/MV5BMjQ1MWU0M2ItNzkyMi00ZGMzLWFiYWItZDE2OWNmMzY4OWY5XkEyXkFqcGdeQXVyNjU4NTE5MzE@._V1_SX300.jpg","N/A","6.1","10","tt5545894","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5059","Happily Ever After","2016","N/A","15 Mar 2016","112 min","Drama","Joan Carr-Wiggin","Joan Carr-Wiggin, Savitri Gordian","Janet Montgomery, Sara Paxton, Alex Kingston, Peter Firth","Heather returns to her hometown when her father becomes ill and is pressured into filming her former best friend's wedding.","English","UK, Canada","N/A","http://ia.media-imdb.com/images/M/MV5BMTEzMDI5MzkyODReQTJeQWpwZ15BbWU4MDM1MDQxODcx._V1_SX300.jpg","N/A","6.2","30","tt3326096","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","32","http://www.rottentomatoes.com/m/771439431","15 Mar 2016","N/A","N/A","N/A","True"
"5060","Gibby","2016","N/A","02 Aug 2016","87 min","Family","Phil Gorn","Greg Lyon","Crystal the Monkey, Shannon Elizabeth, Peyton Meyer, Shelby Lyon","A young teenage girl, Katie, can not snap out of her depression after losing her mother. Katie has lost interest in school, her friends, and gymnastics. All that changes in the summer when ...","English","USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMjM3OTc2OTIzOF5BMl5BanBnXkFtZTgwNjYwMTk3MjE@._V1_SX300.jpg","N/A","6.0","81","tt3300932","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","4","http://www.rottentomatoes.com/m/gibby/","N/A","N/A","N/A","N/A","True"
"5061","House of Wolves","2016","N/A","21 Jan 2016","N/A","Comedy","Vincent Kok","N/A","Singh Hartihan Bitto, Chrissie Chau, Ronald Cheng, Tat-Ming Cheung","Set in old rural district, Charlie pretends to be an ALS patient so he can gain sympathy from others. He runs a charity organisation where he secretly carries out all sorts of nasty ...","Cantonese","Hong Kong","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BZDJhMGIwOGUtMDVkNi00Nzg0LTk0YTAtMTIyNWNlYWUzZDM4XkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_SX300.jpg","N/A","4.7","56","tt5445444","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5062","Beyond the Edge","2016","N/A","07 Feb 2017","119 min","Adventure, Mystery, Sci-Fi","Thomas Zellen","Jordan Champine, Thomas Zellen","Casper Van Dien, Sean Maher, Adrienne Barbeau, Eden Riegel","A scientist and a pilot volunteer for a high profile mission to reach the end of the universe. After 13 years, the ship crashes through the end of the universe and into the unknown.","English","USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BOTc2ODY4NzE4MF5BMl5BanBnXkFtZTgwMTY5MjU5OTE@._V1_SX300.jpg","N/A","3.4","346","tt2278870","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5063","Wildflower","2016","PG-13","05 Apr 2016","92 min","Drama, Thriller","Nicholas DiBella","Nicholas DiBella","Nathalia Ramos, Cody Longo, Alex Steele, Benjamin Ashbrook","When a college student starts having a reoccurring nightmare, she begins to believe that it's a suppressed memory. Her search to find the answers forces her to confront her past traumas, ...","English","USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BZjAwY2IwMTktNThiMS00ZDhiLTkwNWEtMWJmYWNlNTJhNzQ0XkEyXkFqcGdeQXVyNDE3OTc5ODA@._V1_SX300.jpg","N/A","5.6","282","tt4246856","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5064","Ajin 3","2016","N/A","N/A","N/A","Animation","Hiroaki Andô","Gamon Sakurai (manga)","Mamoru Miyano, Mikako Komatsu, Hôchû Ôtsuka, Takahiro Sakurai","N/A","Japanese","Japan","N/A","N/A","N/A","N/A","N/A","tt5234462","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5065","Style","2016","N/A","02 Jan 2016","155 min","Action, Romance, Thriller","Binu S.","Dominic Arun, Anil Narayanan","Unni Mukundan, Priya Kandwal, Tovino Thomas, Balu Varghese","Tom is a car mechanic who leads a very happy life with his family consisting of his father, mother and his little brother Jerry who is 15 years younger than him. The story develops through ...","Malayalam","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BZWJmMzZmYzItYjgxNC00MWFlLWFmODQtZjlhMTgxYzA3YzI4XkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_SX300.jpg","N/A","5.3","139","tt5239564","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5066","Ishtakamya","2016","N/A","13 May 2016","N/A","Drama, Romance","Nagathihalli Chandrashekar","Dodderi Venkatagiri Rao (novel), Nagathihalli Chandrashekar (screenplay), Yograj Bhat (lyricist)","Vijay Suriya, Mayuri, Kavya Shetty, Rangayana Raghu","N/A","Kannada","India","N/A","http://ia.media-imdb.com/images/M/MV5BNjQ0YWUyNTUtY2RhYy00MjE3LWI0MTUtNWFlYWEwMGU0ODhiXkEyXkFqcGdeQXVyNTE0NDY5Njc@._V1_SX300.jpg","N/A","N/A","N/A","tt5584426","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5067","Cranium Intel","2016","N/A","22 May 2016","N/A","Animation, Action, Adventure","Aeneas Middleton","Aeneas Middleton (novel), Aeneas Middleton (screenplay)","Jayson Koko Bridges, Aeneas Middleton, Denise Moreno, David Masterson","The President wants a military/scientist named Micheal W. Logan dead, after he discovers the Gateway Arch in St. Louis is actually a portal to the real Planet >X<.","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMjIzMzQ0NzQ2N15BMl5BanBnXkFtZTgwNDY4OTEwNzE@._V1_SX300.jpg","N/A","N/A","N/A","tt2642226","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26","http://www.rottentomatoes.com/m/cranium_intel/","N/A","N/A","Burnin Rubber Music Pub/Royal Middleton","http://aeneasmiddleton.com/craniumintel_movie.html","True"
"5068","Lollypop Since 1947","2016","N/A","N/A","N/A","Comedy","Manju Amit Bansal","Mohit Dabral (story)","Deepak Dobriyal, Rasika Dugal, Manu Rishi Chadha, Nawab Shah","N/A","Hindi","India","N/A","http://ia.media-imdb.com/images/M/MV5BODQwNWM0ZDctYjBiMy00ZTgzLTkxODItNTU4NjhhZGVjOTc2XkEyXkFqcGdeQXVyNjM5NDcwODI@._V1_SX300.jpg","N/A","N/A","N/A","tt5598104","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5069","Remember Me","2016","N/A","N/A","85 min","Comedy","Steve Goldbloom","Steve Goldbloom","Rita Moreno, Pamela Gaye Walker, Joel Kelley Dauten, Ray Reinhardt","Two self-involved grandchildren are forced to step up after their beloved grandmother loses her husband of 60 years.","English","USA","N/A","N/A","N/A","N/A","N/A","tt4843358","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5070","O Sthree Repu Raa","2016","N/A","11 Mar 2016","N/A","Horror","T. Ashok Kumar Reddy","N/A","Ashish Gandhi, Kunal Koushik, Shruthi Mol, Diksha Panth","N/A","Telugu","India","N/A","N/A","N/A","N/A","N/A","tt5543456","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5071","Kingsglaive: Final Fantasy XV","2016","PG-13","09 Jul 2016","110 min","Animation, Action, Adventure","Takeshi Nozue","Takashi Hasegawa","Aaron Paul, Neil Newbon, Johan Picard, Lena Headey","King Regis, who oversees the land of Lucis, commands his army of soldiers to protect the kingdom from the Niflheim empire's plans to steal the sacred crystal which gives Lucis its magic and power.","English, Japanese","Japan, USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BOTEwNzMxNTU5M15BMl5BanBnXkFtZTgwMzMyMjg3OTE@._V1_SX300.jpg","35","7.0","11,418","tt5595168","movie","13","rotten","4.8","15","2","13","N/A","72","3.9","2762","http://www.rottentomatoes.com/m/kingsglaive_final_fantasy_xv_2016","04 Oct 2016","$233,569.00","N/A","N/A","True"
"5072","Wolf Mother","2016","N/A","02 Jun 2016","117 min","Crime, Thriller","Erik Peter Carlson","Erik Peter Carlson","Tom Sizemore, Najarra Townsend, Mary Carey, Maria Olsen","In an attempt to rectify their criminal past, a once successful Hollywood starlet, turn prostitute, and a petty thief, set out together to solve a high profile child abduction case in San Francisco.","English, English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMjA2YTZhNTgtMWNiMC00NWYyLWIzOWItYjU4ZWIwNTJjYjJiXkEyXkFqcGdeQXVyMjM2MDIxMDg@._V1_SX300.jpg","N/A","8.7","65","tt3225318","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","100","4.8","15","http://www.rottentomatoes.com/m/wolf_mother/","N/A","N/A","N/A","N/A","True"
"5073","Billy Fiske","2016","N/A","N/A","N/A","Drama","N/A","N/A","James Sebastian","Billy Fiske was a racing driver, a pilot, an Olympic gold medalist and an American that tragically died serving his country.","N/A","USA","N/A","http://ia.media-imdb.com/images/M/MV5BNjQ5NDc2MWQtZDBlZi00MGI0LWFjMjEtN2QyY2E1OWE0Mzc3XkEyXkFqcGdeQXVyNjU2Nzc3MTk@._V1_SX300.jpg","N/A","N/A","N/A","tt5527060","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5074","Cinemawala","2016","N/A","13 May 2016","105 min","Drama, Family","Kaushik Ganguly","N/A","Paran Banerjee, Parambrata Chatterjee, Arun Guhatharkurta, Sohini Sarkar","Digital cinema threatens the survival of a small town movie theatre in West Bengal, leading to a tussle between the owner and his son.","Bengali, Berber languages","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BNWMxMTIzOWItMzNjZS00MjA4LWI3YTItYmUzY2IzMjYwMzEyXkEyXkFqcGdeQXVyNDM4NzMxNzY@._V1_SX300.jpg","N/A","7.6","223","tt5716302","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5075","Christine","2016","R","14 Oct 2016","119 min","Biography, Drama","Antonio Campos","Craig Shilowich","Rebecca Hall, Michael C. Hall, Tracy Letts, Maria Dizzia","The story of Christine Chubbuck, a 1970s TV reporter struggling with depression and professional frustrations as she tries to advance her career.","English","UK, USA","4 wins & 19 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwOTMxNTM4Ml5BMl5BanBnXkFtZTgwNDQ1Mzk5OTE@._V1_SX300.jpg","72","7.2","1,594","tt4666726","movie","85","certified","7.2","79","67","12","Rising on the strength of Rebecca Hall's gripping performance, Christine offers an empathetic look at its subject's public career and painful private life.","81","3.8","2844","http://www.rottentomatoes.com/m/771436001/","N/A","$296,694.00","Borderline Films","N/A","True"
"5076","Father Africa","2015","N/A","N/A","N/A","Family","Chase Crittenden","Chase Crittenden","Paul Johansson, Benjamin A. Onyango, Peter Allas, Alan O'Silva","N/A","English","USA","N/A","N/A","N/A","N/A","N/A","tt3976202","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5077","Double Trouble","2016","N/A","16 Mar 2016","90 min","Comedy","Rados Bajic","Rados Bajic","Milorad Mandic-Manda, Rados Bajic, Ljiljana Stjepanovic, Olga Odanovic","Radasin and Milasin are brothers but they don't talk with each other. Both of them got letters inviting them on mysterious journey from their village to Belgrade, capital of Serbia. Each ...","Serbian","Serbia","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BZjk0YzYyNTAtOGJhOS00MmJmLTkwODgtYTRlYjU0ODIxNmFmXkEyXkFqcGdeQXVyOTE4NzY3NA@@._V1_SX300.jpg","N/A","6.7","47","tt4997196","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5078","Saala Khadoos","2016","N/A","29 Jan 2016","109 min","Action, Drama, Sport","Sudha Kongara","Sudha Kongara (script), Sudha Kongara, Madhavan (screenplay)","Madhavan, Ritika Singh, Mumtaz Sorcar, Nassar","The story of a former boxer who quits boxing following a fallout with the authorities over the underlying politics but goes on to coach a fisherwoman to fulfill his dream through her.","Hindi","India","1 win.","https://images-na.ssl-images-amazon.com/images/M/MV5BM2Q5YmM3YjMtOTE2Mi00MDg5LThkZjctYzUxOWU2ZTM1ZDk4XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_SX300.jpg","N/A","7.7","6,086","tt5310090","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","76","3.9","150","http://www.rottentomatoes.com/m/saala_khadoos/","N/A","$76,931.00","UTV Communications","N/A","True"
"5079","Marshrut postroen","2016","N/A","31 Mar 2016","85 min","Horror, Thriller","Oleg Assadulin","Ivan Kapitonov, Oleg Assadulin (participation)","Pavel Chinaryov, Svetlana Ustinova, Vitaliya Kornienko, Diana Melison","Contemporary Russia. A young couple finds a great deal on a used BMW. Unfortunately, it's haunted.","Russian","Russia","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMWUwNWQ4ZGEtNzNkNS00NmM4LWJhN2ItMjBlZGZjNDEwZTVlXkEyXkFqcGdeQXVyMjM2OTA4ODc@._V1_SX300.jpg","N/A","4.3","233","tt5644006","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5080","Männertag","2016","N/A","08 Sep 2016","N/A","Comedy","Holger Haase","Ilja Haller, Philip Voges","Milan Peschel, Tom Beck, Axel Stein, Oliver Wnuk","N/A","N/A","Germany","N/A","http://ia.media-imdb.com/images/M/MV5BYzM4NzI0MjctZWFhNi00ZWI0LTk2YzAtZTI4NjMwNTZjZGUzXkEyXkFqcGdeQXVyNTk0NDQ0MDE@._V1_SX300.jpg","N/A","N/A","N/A","tt4554036","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5081","Slay Ride","2016","N/A","N/A","N/A","Horror","Nicholas Ferwerda","Nicholas Ferwerda, Charles Locke, Jeff Wiebe, Jerry A. Ziler","Wendy Graham, Samantha Anderson, Autumn Scott, Ali Chappell","8 college students decide to spend Christmas break with each other at a cottage. There Merry Christmas turns into a nightmare when they start getting hunted down by 2 psychos.","English","Canada","N/A","http://ia.media-imdb.com/images/M/MV5BMjE3Njg4NzY4Nl5BMl5BanBnXkFtZTgwNTM2MDYxNzE@._V1_SX300.jpg","N/A","N/A","N/A","tt5144262","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5082","Babalarin Babasi","2016","N/A","22 Apr 2016","98 min","Comedy","Rasit Çelikezer","Nuri Ozgul, Senol Zencir","Ali Sürmeli, Menderes Samancilar, Burak Satibol, Aysen Sezerel","N/A","Turkish","Turkey","N/A","http://ia.media-imdb.com/images/M/MV5BY2ZjOTUyODQtZjVjNy00Y2ExLWFmNTAtMDI2MDExNjhiYmJhXkEyXkFqcGdeQXVyMzYwNzY1MTY@._V1_SX300.jpg","N/A","N/A","N/A","tt5181736","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5083","Out of the Wild","2016","N/A","25 Jun 2016","N/A","Western","Paul Krizan","Mark Rashid","John Diehl, Jean Louisa Kelly, Benjamin Ashbrook, Kevin McCorkle","N/A","English","USA","N/A","N/A","N/A","N/A","N/A","tt5226618","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5084","Kontributsiya","2016","N/A","17 Mar 2016","100 min","Adventure, History, Mystery","Sergey Snezhkin","Sergey Snezhkin (screenplay), Leonid Yuzefovich (novel)","Maksim Matveyev, Elizaveta Boyarskaya, Ilya Noskov, Nadezhda Tolubeeva","N/A","Russian","Russia","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2MTc0ZTgtNjBiZC00MzExLWJiZDUtMDJiM2UxMDMzMTRjXkEyXkFqcGdeQXVyNjYxMzIzNTg@._V1_SX300.jpg","N/A","7.8","97","tt4842282","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5085","Domestic Seduction","2016","N/A","01 Jun 2016","N/A","Crime, Drama, Mystery","Omegia Keeys","Omegia Keeys","Jennifer Ansari, Jessica Thompson, Jessica Medina, Conphidance","A man must use the woman he loves to catch a serial killer.","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMjE1MDU5NDQxMl5BMl5BanBnXkFtZTgwMTY1MTg2NzE@._V1_SX300.jpg","N/A","N/A","N/A","tt5313994","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5086","Monty Comes Back","2016","N/A","02 Apr 2016","88 min","Comedy, Drama","Thomas John Nudi","Thomas John Nudi","Brandon Tyler Jones, Deborah Childs, Brad Clark, Jessica Cohen","After fighting with his boss and losing his job, Monty, a semi-successful thespian, flees back home to live with his parents under false pretenses. His old friends and family are left to ...","English","USA","1 win.","http://ia.media-imdb.com/images/M/MV5BZmU3NDNiNDEtZjc0OC00ODcxLWJiY2QtY2E0YThjMzcxMTk2XkEyXkFqcGdeQXVyNDU1NzY1Nzk@._V1_SX300.jpg","N/A","9.6","19","tt4700574","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5087","Ryde","2016","N/A","N/A","N/A","Horror, Thriller","Brian Visciglia","Kat Silvia, Brian Visciglia","Delpaneaux Wills, Veronica Loren, Ronnie Alvarez, Chloe Catherine Kim","N/A","English","USA","N/A","N/A","N/A","N/A","N/A","tt5339418","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5088","Set Me Free: Vol. II","2016","N/A","03 May 2016","70 min","Crime, Drama, Mystery","Kris Smith","Laura Belcher (screenplay), Max Rudd (screenplay), Kris Smith (story)","Nina Taylor, Leila Kotori, Max Rudd, Ann-Marie Doggett","The continuation of Lauren's mysterious background as her identity becomes the focus of an intense media circus.","English","UK","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BZTU0YmU4YjktOGM3MS00ODAyLWJkMWEtZmVhYjFhM2NhZWNhXkEyXkFqcGdeQXVyNjU4MDYxOTM@._V1_SX300.jpg","N/A","9.1","174","tt4759902","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5089","Strana chudes","2016","N/A","01 Jan 2016","N/A","Comedy","Dmitriy Dyachenko, Maksim Sveshnikov","Leonid Barats, Rostislav Khait, Sergey Petreykov","Leonid Barats, Aleksandr Demidov, Fyodor Dobronravov, Ivan Dobronravov","5 different stories only connected by the anticipation of the upcoming New Year. The stories vary, touching diverse topic and situations, from a man, who tries to save aliens to a couple, who desperately wish to win at Wheel of Fortune.","Russian","Russia","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BZmU3N2FmZDEtYTJlMC00NWRlLThlYTUtYmJmMzA3Mjk1MzVkXkEyXkFqcGdeQXVyNzk0NTA5NQ@@._V1_SX300.jpg","N/A","4.3","165","tt5430020","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5090","The Bleeding Edge","2014","N/A","N/A","117 min","Crime, Thriller","Leon Lee","Leon Lee, Drew Parker","Curtis Lum, Alex Duncan, Melody B. Choi, Jayson Li","When a Western entrepreneur in China discovers that his heart transplant came from a vast organ harvesting enterprise, he has to risk everything to save a woman from becoming the next ...","English, Mandarin","Canada, China","N/A","http://ia.media-imdb.com/images/M/MV5BMTQ3MTYwMDM2M15BMl5BanBnXkFtZTgwNjM3OTY4MzE@._V1_SX300.jpg","N/A","N/A","N/A","tt3633032","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5091","The Big Day","2016","N/A","N/A","N/A","Comedy","Arian Harandi","Arian Harandi, Austin Sheeley","Hunter C. Smith, Madeline Johnson, Brian Gilleece, Alexandra Johnston","When an uptight groom's best friends accidentally hire a hooker for his bachelor party they must hide her from his bride and her eccentric bridesmaids before the pimp ruins his wedding and any hope he has of happily ever after.","English","USA","N/A","N/A","N/A","N/A","N/A","tt5090094","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5092","By the Sea","2016","N/A","04 Feb 2016","80 min","Drama","Bladimir Abud, Francisco Bladimir Abud","Bladimir Abud, Maykel Rodríguez Ponjuán, Alfonso Suárez","Sonny Kelly, Teofilo Terrero, Cheddy García, Richard Douglas","Searching for his lost father, a boy will have to be strong to survive.","Spanish","Dominican Republic","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1MDQ2MDYwOF5BMl5BanBnXkFtZTgwMjQ3NTM0NzE@._V1_SX300.jpg","N/A","8.6","22","tt4301034","movie","34","rotten","4.8","140","47","93","By the Sea may intrigue celebrity voyeurs or fans of a certain type of arthouse cinema, but for most viewers, its beauty won't be enough to offset its narrative inertia.","31","2.6","5314","http://www.rottentomatoes.com/m/by_the_sea_2015/","05 Jul 2016","$319,968.00","Universal Pictures","http://www.bytheseamovie.net","True"
